person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,actual_loan_status,logistic_prob,tree_prob,logistic_pred,tree_pred
24,0,1,97131,3,3,6400,3,7.49,0.07,4,650,0,0,9.233324803757718e-06,0.0,0,0
26,1,4,151245,3,3,8000,3,9.63,0.05,3,647,0,0,1.9416544324089896e-05,0.0,0,0
38,1,3,44604,12,3,12000,1,7.51,0.27,11,515,1,1,0.7699027785089851,1.0,1,1
30,0,3,73003,6,3,4750,0,9.99,0.07,7,632,0,0,4.456744795635935e-05,0.0,0,0
25,0,0,91158,3,3,6389,5,8.27,0.07,4,596,0,0,1.2846292672964179e-05,0.0,0,0
24,1,1,111217,3,0,5000,3,15.99,0.04,2,701,1,1,0.27122056389943683,0.8321334503950876,0,1
32,0,1,81813,11,3,3000,0,7.14,0.04,9,593,0,0,1.5577804877299043e-05,0.0,0,0
32,1,0,169171,10,0,12000,2,11.01,0.07,8,519,1,0,0.18665954386912884,0.48189588189584603,0,0
23,1,1,30968,3,3,10000,4,9.64,0.32,4,597,1,1,0.8482718015975229,1.0,1,1
23,1,4,94552,4,0,8000,1,13.52,0.08,4,644,1,0,0.2871302926144349,0.48189588189584603,0,0
29,1,3,128323,1,0,19400,0,11.01,0.15,6,627,0,0,4.2500604160053606e-05,0.0,0,0
22,0,3,109820,1,0,20000,2,10.46,0.18,3,615,0,0,2.5014155966760155e-05,0.0,0,0
31,1,4,104646,11,2,25000,5,13.57,0.24,9,613,0,0,0.00014096121353007323,0.0,0,0
31,1,0,144942,8,0,35000,1,9.44,0.24,7,609,1,0,0.12412234542268226,0.25027306488019907,0,0
23,0,1,62086,1,3,9000,1,10.99,0.14,2,575,0,0,0.00015203938906010743,0.0,0,0
22,1,0,18063,0,3,4750,4,14.61,0.26,4,642,1,1,0.9361403242028109,1.0,1,1
37,1,1,61151,13,0,20000,1,6.17,0.33,12,704,1,0,0.23636017329011097,0.4617196702002318,0,0
24,1,4,109009,6,0,12000,5,7.51,0.11,3,699,1,0,0.022091784207588644,0.25027306488019907,0,0
25,1,0,47496,1,3,5000,3,7.49,0.11,4,653,1,0,0.1585491746296463,0.25027306488019907,0,0
24,1,3,45499,6,3,9000,5,7.14,0.2,2,551,0,0,8.070546554337193e-05,0.0,0,0
26,1,0,55327,2,0,4325,3,11.01,0.08,4,722,1,0,0.10714480919598088,0.48189588189584603,0,0
23,0,0,85649,2,0,14713,3,11.37,0.17,4,654,1,1,0.17086238787409172,0.48189588189584603,0,0
23,0,0,49024,4,0,3500,1,12.21,0.07,3,657,0,0,3.2042811565634346e-05,0.0,0,0
30,1,3,51266,8,0,22539,5,8.69,0.44,8,550,0,0,0.0005914802752120663,0.0,0,0
27,0,3,42871,4,3,3000,0,8.49,0.07,10,633,0,0,2.7625181308329248e-05,0.0,0,0
33,1,3,80676,10,0,22000,3,14.59,0.27,8,678,1,1,0.6138736940918622,0.932872655478776,1,1
24,1,3,51466,1,3,4800,1,15.23,0.09,2,517,1,1,0.8629473869791053,0.9388794567062748,1,1
37,0,0,48741,13,3,10000,3,10.65,0.21,14,630,1,0,0.499680632165814,0.25027306488019907,0,0
26,0,3,89537,6,0,15000,1,9.91,0.17,3,631,1,1,0.16754405153618676,0.25027306488019907,0,0
38,1,0,43112,15,2,1800,1,16.49,0.04,12,601,0,0,0.00032684875961425016,0.0,0,0
23,0,4,40989,0,3,10000,3,11.54,0.24,4,636,1,0,0.6911993302195277,0.6225490196078499,1,1
31,1,3,103475,9,2,6000,4,10.0,0.06,9,615,0,0,2.0820480280035815e-05,0.0,0,0
23,0,3,90890,0,3,7000,4,6.49,0.08,3,701,0,0,4.667986696606616e-06,0.0,0,0
24,1,4,48997,0,3,4500,1,12.46,0.09,3,643,1,0,0.5267970752772108,0.48189588189584603,1,0
23,1,0,29788,2,3,14075,5,11.01,0.47,4,580,1,1,0.9812435042255494,1.0,1,1
25,0,1,32066,0,3,2300,4,11.11,0.07,4,670,0,0,3.4607672563398206e-05,0.0,0,0
21,1,1,45508,0,3,4200,3,9.32,0.09,3,648,1,0,0.2095321865457062,0.25027306488019907,0,0
26,0,1,141401,4,2,7200,5,10.74,0.05,4,658,0,0,1.0557216093468519e-05,0.0,0,0
37,1,3,102770,15,2,10000,1,18.43,0.1,16,575,1,0,0.8404832463344828,0.8321334503950876,1,1
24,1,1,157285,3,0,6930,5,10.75,0.04,3,684,0,0,6.625783809556311e-06,0.0,0,0
23,1,4,53674,0,3,16000,1,8.49,0.3,4,609,1,1,0.7311496091168596,1.0,1,1
23,1,3,40156,1,3,10000,5,11.17,0.25,3,665,1,1,0.6615755127933839,0.9879879879879879,1,1
24,0,1,61977,1,0,12000,0,11.01,0.19,3,624,1,1,0.3935015873746522,0.48189588189584603,0,0
21,1,4,134176,0,3,12000,4,13.11,0.09,2,621,0,0,7.301792864073317e-05,0.0,0,0
23,1,3,50175,1,3,4780,3,11.09,0.1,3,669,0,0,6.747219683630815e-05,0.0,0,0
31,0,4,29743,10,2,6200,1,11.14,0.21,8,690,1,0,0.5410696822449912,0.6225490196078499,1,1
30,0,3,71703,10,0,10000,3,8.0,0.14,9,680,1,1,0.04704293271183057,0.25027306488019907,0,0
22,1,4,65867,2,3,5000,1,16.35,0.08,4,575,1,1,0.8218191275111083,0.9388794567062748,1,1
29,0,1,38274,6,0,7500,4,7.63,0.2,9,682,1,0,0.10300271024558379,0.6225490196078499,0,1
24,0,1,73738,1,3,10000,2,7.51,0.14,2,628,1,0,0.15978840312645448,0.25027306488019907,0,0
23,0,3,36223,1,3,8500,1,15.37,0.23,2,589,1,0,0.9376957276911823,0.9388794567062748,1,1
35,0,1,241095,9,0,3007,4,7.3,0.01,10,611,0,0,2.7590738590466424e-06,0.0,0,0
25,0,3,58539,3,3,3000,1,13.83,0.05,4,688,0,0,7.982538775575618e-05,0.0,0,0
25,1,1,56180,2,0,3852,4,11.01,0.07,3,590,0,0,3.205364147173608e-05,0.0,0,0
28,1,1,39171,8,0,7931,0,10.96,0.2,6,598,1,1,0.608012467289775,0.6225490196078499,1,1
23,1,1,141078,0,3,7500,1,11.01,0.05,4,702,0,0,2.933529867462803e-05,0.0,0,0
29,0,0,56629,6,3,3500,1,11.36,0.06,8,587,1,0,0.33794055072756923,0.48189588189584603,0,0
22,1,1,127330,0,0,12800,3,11.83,0.1,2,547,0,0,4.722751729407316e-05,0.0,0,0
34,0,4,28468,12,2,2500,5,11.01,0.09,9,680,1,0,0.13725264379598973,0.6225490196078499,0,1
44,1,1,69512,23,3,4200,4,11.01,0.06,11,701,1,0,0.14549626822758877,0.48189588189584603,0,0
26,1,4,71800,1,3,6000,3,16.49,0.08,2,553,1,1,0.8191968282700794,0.9388794567062748,1,1
38,1,0,67074,16,0,12000,0,9.82,0.18,14,702,1,0,0.20611168083551037,0.25027306488019907,0,0
23,0,1,55004,3,0,14500,1,13.48,0.26,2,634,0,0,0.0003516392337884423,0.0,0,0
23,1,4,35911,0,3,5000,1,12.35,0.14,3,631,1,0,0.6881850937839038,0.6225490196078499,1,1
31,0,0,63266,12,0,15200,4,12.21,0.24,8,599,1,0,0.4400317044111231,0.48189588189584603,0,0
39,1,3,130864,16,0,30000,1,16.49,0.23,11,684,1,1,0.5197562454700699,0.8321334503950876,1,1
24,1,1,36332,2,0,11000,5,11.71,0.3,2,634,0,0,0.00037165939082807594,0.0,0,0
24,0,3,45585,0,0,8000,3,7.88,0.18,4,599,1,1,0.17006833672522575,0.25027306488019907,0,0
22,1,1,65003,0,3,12000,3,13.06,0.18,3,672,0,0,0.0002151712718448789,0.0,0,0
27,0,3,79109,7,3,5000,3,13.99,0.06,7,555,1,0,0.4741361987810108,0.7734082397003778,0,1
25,0,3,88900,3,3,6000,0,14.96,0.07,4,669,1,1,0.5258002687060092,0.9388794567062748,1,1
28,0,1,37154,6,3,4200,5,15.23,0.11,7,634,1,0,0.5713503651258736,0.9388794567062748,1,1
25,0,1,41906,1,3,1500,3,16.82,0.04,4,559,1,1,0.7239029993898274,0.9388794567062748,1,1
32,1,1,58603,8,0,20000,4,13.81,0.34,10,647,0,0,0.0005885434792858104,0.0,0,0
51,1,3,73504,27,3,8500,0,5.79,0.12,18,681,1,0,0.09167221956337457,0.25027306488019907,0,0
25,1,1,71752,7,3,3500,3,15.65,0.05,2,640,1,1,0.5696432959344675,0.9388794567062748,1,1
26,1,1,78751,3,3,13625,3,11.01,0.17,3,608,0,0,0.00013358953010588962,0.0,0,0
25,1,3,21978,3,3,1631,4,10.24,0.07,6,613,1,0,0.25673329952831986,0.9571385451252645,0,1
31,1,1,24861,5,3,3900,3,14.79,0.16,6,572,0,0,0.001184986012952009,0.0,0,0
23,1,0,75467,0,0,2000,1,15.0,0.03,3,667,1,0,0.3435854824397456,0.8321334503950876,0,1
28,0,1,58370,2,3,12000,3,11.01,0.21,7,700,1,0,0.4120653325917433,0.48189588189584603,0,0
34,0,3,117168,10,3,4800,0,5.42,0.04,10,659,0,0,5.2059335552073175e-06,0.0,0,0
32,1,4,276922,8,3,35000,2,11.01,0.13,9,713,1,0,0.04451742852295867,0.48189588189584603,0,0
25,1,3,36926,3,3,4800,2,15.95,0.13,2,614,1,1,0.8605218910436981,0.9388794567062748,1,1
23,1,1,73048,3,3,8000,1,8.94,0.11,3,557,1,0,0.3620081655190886,0.25027306488019907,0,0
29,1,0,69224,6,0,10000,5,11.01,0.14,5,594,0,0,4.201714423652799e-05,0.0,0,0
24,1,4,68121,1,3,9000,2,11.01,0.13,2,651,0,0,9.837641476385138e-05,0.0,0,0
27,0,4,70652,7,3,1400,3,15.27,0.02,7,588,0,0,0.00012164238240009103,0.0,0,0
26,1,3,38315,5,3,6400,1,7.71,0.17,4,644,1,0,0.3639518102123352,0.6225490196078499,0,1
24,1,4,64653,3,2,9800,2,7.51,0.15,4,644,1,0,0.1636628021887813,0.25027306488019907,0,0
22,1,0,56033,1,3,8775,1,7.29,0.16,2,532,0,0,0.00011275317231341119,0.0,0,0
29,1,1,54021,5,0,21000,2,10.99,0.39,8,656,1,0,0.8018097828525916,0.4617196702002318,1,0
23,1,1,26896,1,3,6000,2,14.42,0.22,2,632,1,1,0.915264498127873,0.9388794567062748,1,1
34,1,3,31169,9,3,3730,0,12.45,0.12,7,597,0,0,0.0004129952512455967,0.0,0,0
30,0,1,90935,7,2,10000,5,14.27,0.11,6,612,1,0,0.3636202363348696,0.7734082397003778,0,1
40,0,3,21379,16,3,5000,4,8.94,0.23,17,672,1,1,0.41018349987041447,0.9571385451252645,0,1
22,1,3,116099,0,0,11400,1,13.04,0.1,2,476,0,0,0.0001730347830856582,0.0,0,0
29,1,1,55959,5,0,6500,1,6.9,0.12,8,653,0,0,1.3276135293866191e-05,0.0,0,0
22,1,3,75108,1,0,9000,1,10.0,0.12,2,646,0,0,3.219723543614301e-05,0.0,0,0
32,1,1,181264,13,3,7809,1,12.07,0.04,9,521,0,0,0.00010142210450399089,0.0,0,0
21,1,3,61422,1,3,3600,1,7.88,0.06,3,605,0,0,2.9292966241776914e-05,0.0,0,0
22,0,4,90780,2,3,24000,1,12.69,0.26,4,499,1,1,0.8076236066482225,1.0,1,1
32,1,0,32638,4,3,12000,5,6.17,0.37,9,678,1,1,0.6338620390342199,1.0,1,1
30,1,0,27789,7,0,5375,1,12.21,0.19,9,685,0,0,0.00017575337591801333,0.0,0,0
38,1,1,66031,12,3,14000,3,11.01,0.21,17,688,1,1,0.4287280136251693,0.48189588189584603,0,0
24,1,3,50298,0,2,10000,2,15.33,0.2,4,628,0,0,0.0008883634570787956,0.0,0,0
25,1,0,44231,6,3,14993,0,15.04,0.34,2,683,1,1,0.969509083076074,1.0,1,1
24,1,3,36986,2,3,10000,2,14.81,0.27,5,541,1,1,0.96817017352443,1.0,1,1
22,1,3,74257,1,0,21000,0,14.26,0.28,4,626,0,0,0.0005850154452462238,0.0,0,0
28,1,0,111172,7,0,24500,5,18.3,0.22,7,614,0,0,0.000331929716095387,0.0,0,0
30,1,0,98269,8,3,6153,4,7.81,0.06,4,554,1,1,0.13303090143373464,0.25027306488019907,0,0
25,0,4,58619,3,3,8000,5,10.7,0.14,4,687,0,0,3.5778308555567695e-05,0.0,0,0
35,1,1,271342,9,0,14291,5,15.83,0.05,14,617,0,0,3.2283495287456565e-05,0.0,0,0
24,1,4,108847,4,3,10000,2,11.01,0.09,2,662,1,0,0.23608649103277501,0.48189588189584603,0,0
27,1,0,60983,2,0,8400,3,11.01,0.14,7,459,1,1,0.5260109621973658,0.48189588189584603,1,0
40,1,0,40851,18,0,1000,2,11.01,0.02,15,630,1,0,0.10275929451486503,0.6225490196078499,0,1
26,0,3,115169,3,0,15000,5,10.97,0.13,4,630,0,0,1.3101029576590494e-05,0.0,0,0
28,1,4,91306,7,0,4000,4,8.4,0.04,7,719,0,0,3.248301906160214e-06,0.0,0,0
33,1,1,91057,8,0,6000,5,7.51,0.07,5,556,0,0,9.589844181531268e-06,0.0,0,0
34,1,1,44259,8,2,15000,5,7.3,0.34,11,700,1,0,0.43411313595850837,0.4617196702002318,0,0
22,0,1,41502,0,0,12000,5,10.74,0.29,4,697,1,0,0.39243752425952855,0.4617196702002318,0,0
22,0,3,96971,0,0,16000,1,11.99,0.16,3,522,0,0,9.756769925761398e-05,0.0,0,0
25,0,1,36743,0,3,12000,0,6.37,0.33,4,695,1,1,0.5945445405058025,1.0,1,1
31,0,0,32565,10,3,7000,1,10.53,0.21,8,577,1,0,0.7169148360480153,0.6225490196078499,1,1
25,1,4,36931,0,3,7000,3,10.14,0.19,4,677,1,0,0.5049846443100805,0.6225490196078499,1,1
25,0,1,121271,0,0,6000,4,8.9,0.05,3,622,0,0,6.143672866994132e-06,0.0,0,0
22,1,0,36814,0,3,5000,5,15.21,0.14,3,605,1,1,0.7781709996448177,0.9388794567062748,1,1
27,1,0,117383,4,0,3600,4,9.25,0.03,7,665,1,0,0.03933332236501558,0.25027306488019907,0,0
32,0,1,173575,11,0,21000,0,10.56,0.12,13,695,1,0,0.04558277141220172,0.25027306488019907,0,0
26,1,0,57073,4,3,8000,1,10.18,0.14,4,655,0,0,0.0001024596412761158,0.0,0,0
32,1,1,91497,6,0,19672,2,13.38,0.21,8,582,1,1,0.5707838350718516,0.48189588189584603,1,0
29,0,1,83616,8,3,11000,4,14.61,0.13,5,694,0,0,9.643004115227035e-05,0.0,0,0
27,0,3,35587,3,3,9235,1,13.38,0.26,4,640,1,1,0.8914326367621732,1.0,1,1
24,1,3,97024,5,3,2173,4,13.15,0.02,4,663,0,0,4.369735045817047e-05,0.0,0,0
23,0,3,34450,0,3,4600,3,6.03,0.13,3,613,0,0,2.0868781048162765e-05,0.0,0,0
27,1,0,40338,3,3,12000,3,10.75,0.3,5,646,1,1,0.825999359516879,1.0,1,1
32,1,0,46915,7,3,5000,3,10.25,0.11,9,624,0,0,7.72200404783325e-05,0.0,0,0
25,0,4,87256,6,0,25000,3,11.89,0.29,2,619,0,0,0.00010265321687365866,0.0,0,0
21,1,4,24799,0,2,2500,1,9.63,0.1,3,676,1,0,0.2523427819481909,0.6225490196078499,0,1
31,0,4,65163,10,0,8250,2,5.99,0.13,9,655,1,0,0.03517485934299672,0.25027306488019907,0,0
40,1,3,66819,14,0,11714,1,8.55,0.18,14,572,0,0,5.673220029411735e-05,0.0,0,0
23,0,3,65821,3,0,7750,1,10.38,0.12,4,431,1,1,0.43661446616689814,0.25027306488019907,0,0
23,1,3,94789,1,3,25000,0,11.01,0.26,2,548,1,1,0.7477538549054477,1.0,1,1
22,1,4,124907,0,0,2500,3,11.01,0.02,3,688,1,0,0.06745258966236044,0.48189588189584603,0,0
29,0,4,78760,4,0,7000,2,11.01,0.09,10,673,1,0,0.10102446332574558,0.48189588189584603,0,0
23,1,1,84428,1,3,20000,5,17.74,0.24,2,707,0,0,0.0007084199970283796,0.0,0,0
28,1,1,49306,5,0,10000,4,7.47,0.2,10,599,0,0,3.057299971078545e-05,0.0,0,0
27,0,0,51288,6,3,3000,5,11.01,0.06,8,634,1,0,0.14712580274744114,0.48189588189584603,0,0
25,0,3,46477,4,0,3500,4,6.03,0.08,3,689,0,0,2.5463716060393383e-06,0.0,0,0
26,1,3,72966,6,3,14650,5,12.61,0.2,3,585,0,0,0.0002485257189742629,0.0,0,0
25,1,1,61044,0,3,3000,2,6.03,0.05,3,590,0,0,1.594586609811712e-05,0.0,0,0
22,1,1,110346,0,2,15000,1,7.88,0.14,2,654,0,0,2.130434659547325e-05,0.0,0,0
22,1,3,37071,2,3,6600,3,10.33,0.18,2,641,1,0,0.5329930577874471,0.6225490196078499,1,1
24,0,4,87475,2,3,10000,3,7.64,0.11,3,638,1,0,0.08868454031346992,0.25027306488019907,0,0
26,1,3,70299,3,3,3500,2,8.59,0.05,2,626,0,0,2.7262372280722157e-05,0.0,0,0
25,1,0,37232,2,3,8500,1,13.98,0.23,4,598,0,0,0.0018387581738428505,0.0,0,0
23,1,3,64831,2,3,17500,3,6.54,0.27,4,636,1,1,0.3231713875640818,1.0,0,1
46,1,4,214538,23,3,8915,4,11.39,0.04,16,612,0,0,2.501379525601342e-05,0.0,0,0
29,1,1,43624,9,0,4000,0,7.88,0.09,6,610,0,0,2.1971849067662553e-05,0.0,0,0
30,0,1,43034,8,3,2500,0,9.2,0.06,5,556,0,0,5.9977174775133634e-05,0.0,0,0
25,1,0,185821,0,3,18000,3,7.05,0.1,2,668,1,0,0.045311299708441236,0.25027306488019907,0,0
29,0,0,79180,7,0,11500,2,7.51,0.15,10,608,1,0,0.07708059961215148,0.25027306488019907,0,0
23,0,3,54523,1,3,5000,5,16.29,0.09,4,625,1,1,0.5947461140258402,0.9388794567062748,1,1
32,1,0,130586,8,0,12000,5,11.49,0.09,10,655,0,0,1.2686333911802129e-05,0.0,0,0
27,1,1,125961,5,3,11000,0,11.01,0.09,8,580,1,0,0.38735982071856173,0.48189588189584603,0,0
23,0,4,169638,4,0,12000,4,8.49,0.07,3,700,0,0,2.1864502438319322e-06,0.0,0,0
23,1,1,59512,0,0,11400,5,17.99,0.19,4,597,1,1,0.8338297622180569,0.8321334503950876,1,1
31,1,1,21336,6,3,4575,5,11.48,0.21,7,688,1,1,0.6300159173345629,0.9571385451252645,1,1
34,0,0,47715,10,0,2400,0,8.9,0.05,6,624,0,0,1.4520403045759004e-05,0.0,0,0
22,0,0,94261,0,0,1750,1,10.65,0.02,4,544,0,0,2.4653892570285636e-05,0.0,0,0
22,0,1,99316,0,0,6000,0,11.01,0.06,2,690,0,0,1.581113556529565e-05,0.0,0,0
23,1,3,46612,0,3,5200,3,7.88,0.11,3,666,0,0,2.729997737274591e-05,0.0,0,0
24,1,0,62243,0,3,3000,0,8.9,0.05,2,631,0,0,4.280458698232341e-05,0.0,0,0
25,0,1,81893,1,0,5000,3,13.8,0.06,2,683,1,0,0.169876065092379,0.7734082397003778,0,1
37,0,0,54573,15,3,2400,5,9.91,0.04,16,615,1,0,0.08762788742239967,0.25027306488019907,0,0
23,0,1,90900,0,3,24000,4,12.92,0.26,2,672,1,1,0.5038222395905247,1.0,1,1
22,1,0,90718,1,0,11000,1,5.42,0.12,2,651,0,0,5.933207184342789e-06,0.0,0,0
28,0,0,60758,6,3,7200,0,11.01,0.12,7,684,0,0,6.929428731300686e-05,0.0,0,0
25,0,4,97100,3,0,11000,4,6.62,0.11,3,612,1,0,0.029046976199017627,0.25027306488019907,0,0
39,0,0,36921,16,2,8000,2,9.63,0.22,17,641,1,0,0.42900369452226744,0.6225490196078499,0,1
26,0,4,63374,3,0,10750,2,9.62,0.17,2,696,0,0,2.2929317636904823e-05,0.0,0,0
32,0,4,98236,10,0,10000,4,10.37,0.1,10,642,1,0,0.06486439597996384,0.25027306488019907,0,0
26,1,3,39060,5,3,6351,1,13.4,0.16,4,634,0,0,0.0004993241909369368,0.0,0,0
24,1,0,41634,5,2,10000,5,11.01,0.24,3,650,0,0,0.000188141439750663,0.0,0,0
33,1,3,66275,8,0,10000,1,15.23,0.15,8,638,0,0,0.0002685018717453376,0.0,0,0
57,1,3,94019,35,3,6625,4,7.66,0.07,27,670,0,0,7.0227159373638415e-06,0.0,0,0
23,1,1,74420,0,3,14295,4,11.3,0.19,4,638,0,0,0.00012331875890945543,0.0,0,0
21,0,3,69519,0,3,12000,0,7.29,0.17,4,657,1,0,0.18617085730436453,0.25027306488019907,0,0
35,1,1,93909,16,0,7500,1,11.03,0.08,7,724,1,0,0.09885765667182413,0.48189588189584603,0,0
25,1,0,65667,4,0,5100,0,9.62,0.08,4,650,1,0,0.1472149042817263,0.25027306488019907,0,0
25,1,1,53992,4,3,2000,5,7.66,0.04,3,649,0,0,9.747928450592644e-06,0.0,0,0
23,1,1,31215,0,0,7001,4,13.92,0.22,4,503,0,0,0.0009343944763953965,0.0,0,0
27,1,3,63554,8,3,11000,4,11.34,0.17,9,576,0,0,0.00015315379033533318,0.0,0,0
24,1,1,54752,1,3,1000,1,7.4,0.02,3,547,1,0,0.16466372248689634,0.25027306488019907,0,0
34,1,0,109083,11,0,9942,0,8.1,0.09,7,680,1,0,0.06374365308286226,0.25027306488019907,0,0
31,1,4,162762,10,0,15000,4,10.75,0.09,6,631,1,0,0.06929876151171707,0.25027306488019907,0,0
25,1,0,53586,0,0,13000,1,10.38,0.24,4,634,1,0,0.5361510012910173,0.25027306488019907,1,0
33,1,1,60920,8,3,3600,1,13.23,0.06,9,615,0,0,0.00016646891063410414,0.0,0,0
26,1,0,37235,5,3,1000,1,9.53,0.03,3,491,0,0,9.27371144284758e-05,0.0,0,0
24,0,1,118804,2,0,6500,4,11.11,0.05,3,614,0,0,1.1858819185328182e-05,0.0,0,0
27,1,0,97181,6,3,18000,5,10.39,0.19,8,643,1,0,0.25286472174682484,0.25027306488019907,0,0
21,1,1,42862,1,3,9000,3,8.94,0.21,3,637,1,0,0.4764399422404867,0.25027306488019907,0,0
27,1,0,88695,5,0,2100,3,6.76,0.02,5,660,1,0,0.021423503056229577,0.25027306488019907,0,0
34,1,3,179486,11,3,12000,3,7.9,0.07,8,559,1,1,0.10817924788612718,0.25027306488019907,0,0
43,1,0,48824,19,0,18000,3,11.83,0.37,15,613,0,0,0.0007800165948886223,0.0,0,0
29,0,1,34549,6,3,5000,3,7.29,0.14,9,673,1,0,0.12766416598221766,0.6225490196078499,0,1
25,1,4,120770,1,3,7750,4,9.99,0.06,4,591,1,1,0.17755465205133428,0.25027306488019907,0,0
30,1,4,58530,5,3,3600,5,9.92,0.06,5,610,0,0,3.286244580251405e-05,0.0,0,0
27,0,1,133791,7,0,28000,4,8.14,0.21,7,687,1,0,0.025165952920633398,0.25027306488019907,0,0
29,1,0,32680,2,3,5000,1,7.35,0.15,6,651,1,0,0.3165269397981973,0.6225490196078499,0,1
24,1,0,41704,0,3,9000,0,15.66,0.22,4,668,1,1,0.9320422984253751,0.9388794567062748,1,1
35,0,0,300639,11,2,15000,5,9.88,0.05,9,633,1,0,0.03372228746823755,0.25027306488019907,0,0
27,0,0,92002,0,3,13624,3,16.36,0.15,7,598,1,1,0.753391728958343,0.9388794567062748,1,1
22,0,1,75787,1,3,10000,1,10.26,0.13,3,653,0,0,5.37418082776975e-05,0.0,0,0
34,1,0,385195,15,0,14067,4,8.03,0.04,6,551,0,0,4.384182175664771e-06,0.0,0,0
22,0,0,65908,1,0,4000,3,13.98,0.06,4,587,1,0,0.2806946725025114,0.7734082397003778,0,1
23,1,1,63261,0,0,12800,1,10.65,0.2,2,598,0,0,0.00013200518568851335,0.0,0,0
22,0,1,76442,1,3,6400,1,8.49,0.08,3,586,0,0,3.133469353981738e-05,0.0,0,0
33,1,1,76654,10,2,7075,4,17.58,0.09,8,612,0,0,0.00037960022554425055,0.0,0,0
29,0,0,61039,7,0,10000,3,7.88,0.16,8,673,0,0,1.0344106311284149e-05,0.0,0,0
25,1,1,87526,7,0,9000,1,15.62,0.1,4,695,1,0,0.41039627241578974,0.8321334503950876,0,1
24,1,0,44234,1,3,3525,5,14.59,0.08,3,605,1,0,0.5878818576216169,0.9388794567062748,1,1
25,1,1,72984,5,2,25000,3,10.99,0.34,3,692,1,0,0.614784912841828,0.4617196702002318,1,0
25,1,3,38922,4,3,14850,0,8.9,0.38,3,680,1,1,0.8867756818618909,1.0,1,1
26,0,1,70667,4,0,3000,4,6.92,0.04,4,631,1,0,0.020461631740636584,0.25027306488019907,0,0
23,1,3,101296,0,3,15000,4,8.49,0.15,3,630,1,1,0.16277815817681388,0.25027306488019907,0,0
23,1,1,51511,1,3,7400,1,11.01,0.14,3,671,1,0,0.46802605784083384,0.48189588189584603,0,0
31,0,1,108968,6,0,17000,5,11.01,0.16,10,689,1,0,0.06949824574448385,0.48189588189584603,0,0
34,1,1,75553,7,0,28000,2,11.71,0.37,10,658,0,0,0.00031734388546988,0.0,0,0
21,1,0,25515,0,3,4500,4,10.99,0.18,2,622,0,0,0.00024460900184512075,0.0,0,0
27,1,3,123495,1,0,15000,2,12.84,0.12,8,615,0,0,5.201843046676703e-05,0.0,0,0
33,0,1,70717,10,3,14433,2,10.94,0.2,6,516,0,0,0.00027601588386117604,0.0,0,0
24,0,4,70623,3,3,3200,5,14.35,0.05,2,662,1,0,0.2923577873646435,0.7734082397003778,0,1
24,0,3,120854,3,0,10000,4,6.69,0.08,3,577,0,0,3.915302934948552e-06,0.0,0,0
22,0,0,48556,0,3,7000,0,11.11,0.14,3,666,1,0,0.44514423616378856,0.48189588189584603,0,0
31,1,0,88657,10,0,15000,2,11.01,0.17,8,578,1,0,0.31929405495276486,0.48189588189584603,0,0
22,1,4,79058,0,0,9000,1,9.63,0.11,3,609,1,0,0.1786267728518814,0.25027306488019907,0,0
27,1,0,48697,6,2,6400,1,9.32,0.13,6,661,0,0,5.295975174735785e-05,0.0,0,0
24,1,0,60946,2,0,6400,5,7.84,0.11,4,602,0,0,1.2094485880047735e-05,0.0,0,0
33,1,1,89597,11,3,10000,2,11.01,0.11,8,643,1,0,0.308820230151841,0.48189588189584603,0,0
30,1,1,65850,5,3,15000,2,14.27,0.23,8,615,1,1,0.8564252236011647,0.7734082397003778,1,1
28,1,1,78875,4,3,3000,2,7.31,0.04,5,603,1,0,0.11262296718894367,0.25027306488019907,0,0
26,1,0,43004,6,3,4800,0,8.9,0.11,2,694,0,0,5.1952961014981243e-05,0.0,0,0
24,0,4,37184,1,3,6000,0,13.42,0.16,3,638,0,0,0.00044091734778879335,0.0,0,0
34,0,4,72767,14,3,10000,2,13.57,0.14,6,664,1,0,0.49120057971366865,0.48189588189584603,0,0
43,0,0,39282,22,3,6400,5,7.49,0.16,16,682,1,0,0.0995789770770435,0.6225490196078499,0,1
27,1,4,145037,5,0,7000,1,7.14,0.05,7,601,0,0,7.08628061907068e-06,0.0,0,0
28,1,3,68800,5,3,15000,0,12.61,0.22,10,573,0,0,0.0007028517067924667,0.0,0,0
29,0,1,46040,7,3,3300,4,10.37,0.07,5,681,1,0,0.13002820561955417,0.25027306488019907,0,0
31,0,3,114965,7,0,25000,4,12.36,0.22,7,573,0,0,5.312777394217567e-05,0.0,0,0
25,1,0,58726,1,0,7000,1,12.09,0.12,2,591,0,0,0.00012070138501953859,0.0,0,0
34,1,1,144497,11,0,16800,3,6.91,0.12,6,726,1,0,0.018156955242307014,0.25027306488019907,0,0
25,0,3,106179,1,3,11000,4,11.14,0.1,3,517,0,0,7.227737202447733e-05,0.0,0,0
32,1,3,168213,10,0,6000,1,7.9,0.04,5,658,0,0,6.4568320293258085e-06,0.0,0,0
25,0,0,71874,2,3,3468,1,14.12,0.05,2,595,1,1,0.5432050075511013,0.7734082397003778,1,1
